asset_id,asset_tag,asset_name,asset_category,grant_id,project_id,purchase_date,purchase_cost,currency,useful_life_years,depreciation_method,current_book_value,location_id,custodian_id,condition,verified_date,disposal_date,disposal_method,disposal_proceeds,donor_approval_ref
AST-0043,CDFT-0043,Projector - Epson,IT Equipment,GRT-2023-004,PRJ-2023-008,2024-03-13,1244000.0,TZS,3,Straight Line,600287.47,LOC-MAN-001,STF-054,Fair,2025-04-02,,,,DA-GRT-2023-004-043
AST-0044,CDFT-0044,Water Dispenser,Office Equipment,GRT-2024-003,PRJ-2024-005,2024-12-09,371000.0,TZS,3,Straight Line,270780.06,LOC-KIL-003,STF-102,Fair,2025-08-07,,,,
AST-0045,CDFT-0045,Blood Pressure Monitor,Medical Equipment,GRT-2023-003,PRJ-2023-006,2023-12-30,329000.0,TZS,5,Straight Line,213523.48,LOC-ARU-002,STF-071,Fair,2025-08-15,,,,DA-GRT-2023-003-045
AST-0046,CDFT-0046,Conference Table,Furniture,GRT-2023-005,PRJ-2023-010,2025-04-15,1416000.0,TZS,5,Straight Line,1284964.27,LOC-ARU-002,STF-078,Fair,2025-08-09,,,,
AST-0047,CDFT-0047,Grain Storage Silo,Agricultural Equipment,GRT-2023-002,PRJ-2023-012,2025-03-05,2510000.0,TZS,10,Straight Line,2365687.89,LOC-ARU-004,STF-051,Good,2025-07-04,,,,
AST-0048,CDFT-0048,Toyota Hilux Double Cab,Vehicle,GRT-2023-003,PRJ-2023-013,2021-02-03,39755000.0,TZS,5,Straight Line,2726523.61,LOC-ARU-001,STF-001,Fair,2025-03-11,,,,
AST-0049,CDFT-0049,UPS Battery Backup,IT Equipment,GRT-2024-001,PRJ-2024-002,2021-02-14,404000.0,TZS,3,Straight Line,0.0,LOC-MAN-001,STF-072,Poor,2025-05-22,,,,
AST-0050,CDFT-0050,Generator,Office Equipment,GRT-2023-001,PRJ-2023-002,2023-08-01,3044000.0,TZS,5,Straight Line,1723891.58,LOC-ARU-002,STF-114,Good,2025-03-21,,,,
AST-0051,CDFT-0051,UPS Battery Backup,IT Equipment,GRT-2024-001,PRJ-2024-001,2021-07-08,412000.0,TZS,3,Straight Line,0.0,LOC-KIL-004,STF-094,Fair,2025-07-24,,,,
AST-0052,CDFT-0052,Conference Table,Furniture,GRT-2023-003,PRJ-2023-006,2023-09-27,1388000.0,TZS,5,Straight Line,829379.88,LOC-ARU-001,STF-005,Poor,2025-02-18,,,,DA-GRT-2023-003-052
AST-0053,CDFT-0053,Generator,Office Equipment,GRT-2023-001,PRJ-2023-002,2025-04-28,3401000.0,TZS,5,Straight Line,3110483.37,LOC-ARU-003,STF-054,Good,2025-06-28,,,,DA-GRT-2023-001-053
AST-0054,CDFT-0054,Dell Laptop Computer,IT Equipment,GRT-2023-004,PRJ-2023-008,2025-03-12,2145000.0,TZS,3,Straight Line,1747614.65,LOC-MAN-003,STF-049,Fair,2025-01-06,,,,
AST-0055,CDFT-0055,Irrigation Pump,Agricultural Equipment,GRT-2023-002,PRJ-2023-012,2024-03-02,1146000.0,TZS,5,Straight Line,783296.1,LOC-KIL-004,STF-020,Good,2025-06-17,,,,
AST-0056,CDFT-0056,Blood Pressure Monitor,Medical Equipment,GRT-2023-003,PRJ-2023-013,2024-03-24,396000.0,TZS,5,Straight Line,275438.19,LOC-ARU-001,STF-101,Fair,2025-02-16,,,,
AST-0057,CDFT-0057,HP Desktop Computer,IT Equipment,GRT-2023-001,PRJ-2023-011,2024-03-16,1332000.0,TZS,3,Straight Line,646398.36,LOC-ARU-001,STF-011,Fair,2025-01-26,,,,
AST-0058,CDFT-0058,Weighing Scale,Medical Equipment,GRT-2022-004,PRJ-2023-005,2025-04-10,207000.0,TZS,5,Straight Line,187277.62,LOC-ARU-004,STF-051,Good,2025-09-04,,,,DA-GRT-2022-004-058
AST-0059,CDFT-0059,Projector - Epson,IT Equipment,GRT-2024-004,PRJ-2024-006,2022-05-20,1263000.0,TZS,3,Straight Line,0.0,LOC-ARU-003,STF-042,Good,2025-02-06,,,,DA-GRT-2024-004-059
AST-0060,CDFT-0060,Generator,Office Equipment,GRT-2023-005,PRJ-2023-010,2023-05-18,2941000.0,TZS,5,Straight Line,1544779.88,LOC-ARU-002,STF-077,Good,2025-06-28,,,,DA-GRT-2023-005-060
AST-0061,CDFT-0061,Office Chair,Furniture,GRT-2024-002,PRJ-2024-003,2024-06-16,245000.0,TZS,5,Straight Line,181678.99,LOC-ARU-004,STF-006,Poor,2025-08-15,,,,DA-GRT-2024-002-061
AST-0062,CDFT-0062,UPS Battery Backup,IT Equipment,GRT-2024-002,PRJ-2024-003,2021-11-16,400000.0,TZS,3,Straight Line,0.0,LOC-KIL-001,STF-032,Poor,2025-02-13,,,,DA-GRT-2024-002-062
AST-0063,CDFT-0063,HP Desktop Computer,IT Equipment,GRT-2024-001,PRJ-2024-001,2021-01-29,1667000.0,TZS,3,Straight Line,0.0,LOC-ARU-004,STF-003,Good,2025-02-26,,,,
AST-0064,CDFT-0064,Grain Storage Silo,Agricultural Equipment,GRT-2023-002,PRJ-2023-012,2023-12-08,2507000.0,TZS,10,Straight Line,2051930.6,LOC-MAN-002,STF-094,Poor,2025-05-13,,,,DA-GRT-2023-002-064
AST-0065,CDFT-0065,Radio Set VHF,Communication,GRT-2023-001,PRJ-2023-001,2023-02-11,724000.0,TZS,5,Straight Line,342227.52,LOC-MAN-004,STF-080,Fair,2025-09-27,2024-06-23,Sold,83000.0,
AST-0066,CDFT-0066,Microscope,Medical Equipment,GRT-2023-001,PRJ-2023-001,2021-05-17,1970000.0,TZS,5,Straight Line,246216.29,LOC-MAN-003,STF-047,Good,2025-05-19,,,,DA-GRT-2023-001-066
AST-0067,CDFT-0067,Toyota Land Cruiser 4x4,Vehicle,GRT-2024-002,PRJ-2024-004,2022-04-19,41923000.0,TZS,5,Straight Line,12975756.74,LOC-KIL-002,STF-116,Good,2025-09-18,,,,
AST-0068,CDFT-0068,Air Conditioner,Office Equipment,GRT-2023-003,PRJ-2023-006,2022-02-12,1247000.0,TZS,5,Straight Line,340897.88,LOC-MAN-004,STF-003,Fair,2025-08-23,,,,
AST-0069,CDFT-0069,Irrigation Pump,Agricultural Equipment,GRT-2023-001,PRJ-2023-011,2023-03-17,1312000.0,TZS,5,Straight Line,644595.21,LOC-MAN-003,STF-039,Fair,2025-03-22,2024-12-26,Transferred to Government,,
AST-0070,CDFT-0070,Irrigation Pump,Agricultural Equipment,GRT-2023-001,PRJ-2023-002,2024-07-05,1294000.0,TZS,5,Straight Line,973024.23,LOC-KIL-001,STF-072,Good,2025-07-18,,,,DA-GRT-2023-001-070
AST-0071,CDFT-0071,UPS Battery Backup,IT Equipment,GRT-2024-002,PRJ-2024-004,2024-09-07,391000.0,TZS,3,Straight Line,252191.88,LOC-MAN-001,STF-087,Good,2025-02-14,,,,DA-GRT-2024-002-071
AST-0072,CDFT-0072,Water Dispenser,Office Equipment,GRT-2023-005,PRJ-2023-010,2022-05-08,388000.0,TZS,3,Straight Line,0.0,LOC-ARU-001,STF-117,Fair,2025-03-20,,,,DA-GRT-2023-005-072
AST-0073,CDFT-0073,Microscope,Medical Equipment,GRT-2021-001,PRJ-2023-007,2024-08-29,1879000.0,TZS,5,Straight Line,1469504.04,LOC-ARU-001,STF-089,Good,2025-04-14,,,,DA-GRT-2021-001-073
AST-0074,CDFT-0074,Irrigation Pump,Agricultural Equipment,GRT-2023-005,PRJ-2023-010,2025-04-27,1693000.0,TZS,5,Straight Line,1547455.3,LOC-MAN-001,STF-069,Good,2025-03-22,,,,DA-GRT-2023-005-074
AST-0075,CDFT-0075,Dell Laptop Computer,IT Equipment,GRT-2022-004,PRJ-2023-005,2025-01-29,1589000.0,TZS,3,Straight Line,1233713.67,LOC-ARU-003,STF-053,Good,2025-06-13,,,,
AST-0076,CDFT-0076,Water Dispenser,Office Equipment,GRT-2023-004,PRJ-2023-009,2021-11-08,427000.0,TZS,3,Straight Line,0.0,LOC-KIL-003,STF-004,Poor,2025-04-07,,,,DA-GRT-2023-004-076
AST-0077,CDFT-0077,Air Conditioner,Office Equipment,GRT-2023-003,PRJ-2023-013,2024-03-07,1293000.0,TZS,5,Straight Line,887311.29,LOC-KIL-004,STF-088,Fair,2025-04-29,,,,
AST-0078,CDFT-0078,Toyota Hiace Minibus,Vehicle,GRT-2023-001,PRJ-2023-011,2021-10-02,31071000.0,TZS,5,Straight Line,6231213.55,LOC-ARU-002,STF-024,Fair,2025-08-29,,,,DA-GRT-2023-001-078
AST-0079,CDFT-0079,Rapid Test Kit Storage Fridge,Medical Equipment,GRT-2023-003,PRJ-2023-006,2022-01-31,2432000.0,TZS,5,Straight Line,648866.26,LOC-KIL-001,STF-119,Good,2025-01-17,,,,
AST-0080,CDFT-0080,Weighing Scale,Medical Equipment,GRT-2021-001,PRJ-2023-007,2025-04-01,162000.0,TZS,5,Straight Line,145766.74,LOC-ARU-004,STF-111,Good,2025-02-03,,,,DA-GRT-2021-001-080
AST-0081,CDFT-0081,Radio Set VHF,Communication,GRT-2024-003,PRJ-2024-005,2022-05-21,615000.0,TZS,5,Straight Line,201127.31,LOC-MAN-002,STF-095,Good,2025-07-27,,,,DA-GRT-2024-003-081
AST-0082,CDFT-0082,Conference Table,Furniture,GRT-2024-001,PRJ-2024-007,2024-05-01,1173000.0,TZS,5,Straight Line,840288.71,LOC-MAN-004,STF-101,Fair,2025-09-26,,,,
AST-0083,CDFT-0083,Dell Laptop Computer,IT Equipment,GRT-2023-001,PRJ-2023-002,2022-05-19,1806000.0,TZS,3,Straight Line,0.0,LOC-KIL-001,STF-072,Fair,2025-07-22,,,,
AST-0084,CDFT-0084,Water Dispenser,Office Equipment,GRT-2021-001,PRJ-2023-007,2022-08-20,432000.0,TZS,3,Straight Line,0.0,LOC-ARU-001,STF-060,Good,2025-07-23,,,,
AST-0085,CDFT-0085,Office Chair,Furniture,GRT-2023-001,PRJ-2023-002,2024-11-14,301000.0,TZS,5,Straight Line,248093.22,LOC-MAN-003,STF-058,Fair,2025-03-14,,,,
AST-0086,CDFT-0086,Irrigation Pump,Agricultural Equipment,GRT-2024-001,PRJ-2024-007,2024-11-26,1191000.0,TZS,5,Straight Line,989483.78,LOC-ARU-002,STF-058,Fair,2025-03-11,,,,
AST-0087,CDFT-0087,Microscope,Medical Equipment,GRT-2021-001,PRJ-2023-007,2023-07-21,1918000.0,TZS,5,Straight Line,1074657.63,LOC-MAN-003,STF-117,Good,2025-05-09,,,,DA-GRT-2021-001-087
AST-0088,CDFT-0088,Canon Printer,IT Equipment,GRT-2023-002,PRJ-2023-004,2021-07-06,955000.0,TZS,3,Straight Line,0.0,LOC-KIL-002,STF-068,Good,2025-08-19,,,,DA-GRT-2023-002-088
AST-0089,CDFT-0089,Irrigation Pump,Agricultural Equipment,GRT-2023-003,PRJ-2023-006,2023-02-15,1506000.0,TZS,5,Straight Line,715169.61,LOC-MAN-002,STF-112,Fair,2025-07-14,2024-06-23,Transferred to Government,,DA-GRT-2023-003-089
AST-0090,CDFT-0090,HP Desktop Computer,IT Equipment,GRT-2022-004,PRJ-2023-005,2022-01-02,1222000.0,TZS,3,Straight Line,0.0,LOC-ARU-001,STF-094,Poor,2025-01-27,,,,DA-GRT-2022-004-090
AST-0091,CDFT-0091,Microscope,Medical Equipment,GRT-2023-003,PRJ-2023-006,2021-08-29,1674000.0,TZS,5,Straight Line,304551.13,LOC-ARU-004,STF-070,Good,2025-04-14,2024-09-16,Sold,100000.0,DA-GRT-2023-003-091
AST-0092,CDFT-0092,Air Conditioner,Office Equipment,GRT-2023-004,PRJ-2023-008,2022-03-21,1437000.0,TZS,5,Straight Line,421952.77,LOC-ARU-004,STF-011,Fair,2025-09-01,,,,DA-GRT-2023-004-092
AST-0093,CDFT-0093,Toyota Land Cruiser 4x4,Vehicle,GRT-2023-002,PRJ-2023-012,2022-07-24,40955000.0,TZS,5,Straight Line,14829017.8,LOC-KIL-001,STF-019,Fair,2025-04-17,2024-05-31,Sold,6327000.0,DA-GRT-2023-002-093
AST-0094,CDFT-0094,Satellite Phone,Communication,GRT-2023-003,PRJ-2023-013,2022-09-04,901000.0,TZS,3,Straight Line,0.0,LOC-KIL-003,STF-087,Good,2025-02-14,2025-03-02,Written Off,,
AST-0095,CDFT-0095,Satellite Phone,Communication,GRT-2023-003,PRJ-2023-013,2024-03-18,945000.0,TZS,3,Straight Line,460318.28,LOC-MAN-004,STF-075,Poor,2025-04-01,,,,
AST-0096,CDFT-0096,Toyota Hilux Double Cab,Vehicle,GRT-2024-001,PRJ-2024-001,2022-10-24,26941000.0,TZS,5,Straight Line,11112009.99,LOC-ARU-003,STF-108,Good,2025-07-14,,,,
AST-0097,CDFT-0097,Office Chair,Furniture,GRT-2023-002,PRJ-2023-004,2024-11-23,283000.0,TZS,5,Straight Line,234651.75,LOC-ARU-003,STF-068,Poor,2025-05-21,,,,
AST-0098,CDFT-0098,Projector - Epson,IT Equipment,GRT-2023-002,PRJ-2023-004,2024-03-16,1291000.0,TZS,3,Straight Line,626501.71,LOC-ARU-004,STF-093,Fair,2025-09-28,,,,DA-GRT-2023-002-098
AST-0099,CDFT-0099,Radio Set VHF,Communication,GRT-2023-003,PRJ-2023-013,2022-10-11,604000.0,TZS,5,Straight Line,244824.64,LOC-MAN-002,STF-046,Good,2025-09-27,,,,DA-GRT-2023-003-099
AST-0100,CDFT-0100,Air Conditioner,Office Equipment,GRT-2024-004,PRJ-2024-006,2025-02-02,1264000.0,TZS,5,Straight Line,1097196.99,LOC-KIL-003,STF-114,Fair,2025-09-12,,,,DA-GRT-2024-004-100
AST-0101,CDFT-0101,Radio Set VHF,Communication,GRT-2021-001,PRJ-2023-007,2021-01-04,605000.0,TZS,5,Straight Line,31554.41,LOC-KIL-002,STF-095,Good,2025-01-13,,,,DA-GRT-2021-001-101
AST-0102,CDFT-0102,Air Conditioner,Office Equipment,GRT-2023-005,PRJ-2023-010,2021-04-04,1499000.0,TZS,5,Straight Line,152054.62,LOC-MAN-003,STF-028,Good,2025-06-29,,,,
AST-0103,CDFT-0103,Projector - Epson,IT Equipment,GRT-2023-004,PRJ-2023-009,2021-05-19,1333000.0,TZS,3,Straight Line,0.0,LOC-ARU-002,STF-099,Good,2025-06-03,,,,
AST-0104,CDFT-0104,Satellite Phone,Communication,GRT-2024-002,PRJ-2024-004,2025-01-23,807000.0,TZS,3,Straight Line,622143.05,LOC-KIL-004,STF-043,Fair,2025-01-15,,,,DA-GRT-2024-002-104
AST-0105,CDFT-0105,Satellite Phone,Communication,GRT-2023-001,PRJ-2023-011,2021-03-14,863000.0,TZS,3,Straight Line,0.0,LOC-MAN-003,STF-059,Fair,2025-03-11,,,,DA-GRT-2023-001-105
AST-0106,CDFT-0106,Grain Storage Silo,Agricultural Equipment,GRT-2024-003,PRJ-2024-005,2025-05-25,3369000.0,TZS,10,Straight Line,3250012.73,LOC-KIL-001,STF-107,Poor,2025-07-31,,,,
AST-0107,CDFT-0107,Generator,Office Equipment,GRT-2024-001,PRJ-2024-002,2024-02-12,3942000.0,TZS,5,Straight Line,2653362.63,LOC-MAN-003,STF-043,Fair,2025-01-10,,,,DA-GRT-2024-001-107
AST-0108,CDFT-0108,Steel Filing Cabinet,Furniture,GRT-2022-004,PRJ-2023-005,2022-07-29,315000.0,TZS,5,Straight Line,114917.86,LOC-ARU-003,STF-081,Poor,2025-01-16,,,,
AST-0109,CDFT-0109,Canon Printer,IT Equipment,GRT-2024-002,PRJ-2024-004,2022-01-19,898000.0,TZS,3,Straight Line,0.0,LOC-ARU-001,STF-091,Fair,2025-03-01,,,,DA-GRT-2024-002-109
AST-0110,CDFT-0110,Radio Set VHF,Communication,GRT-2023-005,PRJ-2023-010,2021-06-27,529000.0,TZS,5,Straight Line,77992.2,LOC-ARU-001,STF-028,Good,2025-05-02,,,,
AST-0111,CDFT-0111,Canon Printer,IT Equipment,GRT-2023-001,PRJ-2023-002,2025-05-12,723000.0,TZS,3,Straight Line,629305.27,LOC-KIL-001,STF-103,Good,2025-02-17,,,,
AST-0112,CDFT-0112,Irrigation Pump,Agricultural Equipment,GRT-2024-001,PRJ-2024-002,2023-09-18,1217000.0,TZS,5,Straight Line,721203.7,LOC-ARU-002,STF-019,Fair,2025-09-26,,,,DA-GRT-2024-001-112
AST-0113,CDFT-0113,Dell Laptop Computer,IT Equipment,GRT-2024-004,PRJ-2024-006,2024-10-17,2106000.0,TZS,3,Straight Line,1435232.03,LOC-ARU-004,STF-050,Good,2025-04-16,,,,DA-GRT-2024-004-113
AST-0114,CDFT-0114,Irrigation Pump,Agricultural Equipment,GRT-2024-001,PRJ-2024-001,2021-04-01,1193000.0,TZS,5,Straight Line,119055.03,LOC-KIL-001,STF-014,Fair,2025-02-14,,,,
AST-0115,CDFT-0115,Satellite Phone,Communication,GRT-2023-001,PRJ-2023-001,2024-03-28,965000.0,TZS,3,Straight Line,478867.21,LOC-KIL-004,STF-042,Poor,2025-06-09,,,,
AST-0116,CDFT-0116,Office Chair,Furniture,GRT-2024-001,PRJ-2024-002,2025-05-02,259000.0,TZS,5,Straight Line,237443.26,LOC-KIL-003,STF-036,Good,2025-03-02,,,,
AST-0117,CDFT-0117,Air Conditioner,Office Equipment,GRT-2023-002,PRJ-2023-004,2022-02-28,1262000.0,TZS,5,Straight Line,356055.03,LOC-ARU-001,STF-019,Fair,2025-06-29,,,,DA-GRT-2023-002-117
AST-0118,CDFT-0118,Office Chair,Furniture,GRT-2023-003,PRJ-2023-006,2021-05-26,296000.0,TZS,5,Straight Line,38453.66,LOC-KIL-001,STF-017,Good,2025-06-23,,,,
AST-0119,CDFT-0119,Satellite Phone,Communication,GRT-2024-002,PRJ-2024-004,2021-04-21,699000.0,TZS,3,Straight Line,0.0,LOC-MAN-004,STF-077,Good,2025-08-07,,,,DA-GRT-2024-002-119
